Delivery Date;"NatGas - TTF
(€/MWh)";"Thermal Coal - API2
($/t)";Carbon (€/t);EUR/USD
01/01/2015;20,4;67,11;7,34;1,2097
02/01/2015;20,7;66,93;7,34;1,2102
03/01/2015;20,3;65,53;7,09;1,2
06/01/2015;19,8;62,45;6,99;1,1931
07/01/2015;19,2;61;6,86;1,1888
08/01/2015;19,15;58,55;6,87;1,1837
09/01/2015;19,4;57,9;6,9;1,1792
10/01/2015;19,15;57,6;6,8;1,1839
13/01/2015;19,7;56,1;6,8;1,1833
14/01/2015;20,15;56,45;7,38;1,1772
15/01/2015;20,1;55,7;7,25;1,1789
16/01/2015;19,9;54,4;7,21;1,1628
17/01/2015;19,8;53,15;7,22;1,1567
20/01/2015;19,05;54,1;7,3;1,1604
21/01/2015;19,13;55,15;7,25;1,1549
22/01/2015;19,3;57;7,41;1,1608
23/01/2015;19,4;56,75;6,84;1,1365
24/01/2015;19,5;55,5;6,88;1,1207
27/01/2015;19,5;55,3;6,93;1,1237
28/01/2015;20,08;57,35;6,91;1,1381
29/01/2015;20,45;58,9;7,02;1,1286
30/01/2015;20,7;57,35;7,12;1,1319
31/01/2015;20,15;57,2;7,15;1,1286
03/02/2015;21,28;57,8;7,2;1,134
04/02/2015;21,15;59;7,13;1,1479
05/02/2015;21;58,8;7;1,1344
06/02/2015;21,65;61,35;7,07;1,1475
07/02/2015;21,1;61,8;7,02;1,1313
10/02/2015;21,85;62,9;6,99;1,1323
11/02/2015;22,5;62,15;7,18;1,1319
12/02/2015;23,5;63,9;7,31;1,1331
13/02/2015;24,5;64,4;7,47;1,1402
14/02/2015;23,85;65,1;7,71;1,1383
17/02/2015;23,2;65;7,72;1,1352
18/02/2015;22,85;63,75;7,54;1,141
19/02/2015;22,85;63,5;7,56;1,1395
20/02/2015;22,08;62,4;7,41;1,1366
21/02/2015;22,3;63;7,38;1,1378
24/02/2015;21,95;61,9;7,76;1,133
25/02/2015;22,73;61,4;7,52;1,1339
26/02/2015;23,13;62;7,45;1,1361
27/02/2015;23,95;62,45;7,12;1,1196
28/02/2015;23,9;64;7,15;1,1193
03/03/2015;23,02;62,85;7;1,1183
04/03/2015;22,05;62,73;6,78;1,1174
05/03/2015;22,45;62;7,08;1,1077
06/03/2015;21,92;62;6,8;1,1028
07/03/2015;22,45;60,35;6,85;1,0843
10/03/2015;21,9;60,6;6,73;1,085
11/03/2015;22,08;60,65;6,87;1,0697
12/03/2015;22,23;60,8;6,81;1,0545
13/03/2015;22,2;60,35;6,46;1,0635
14/03/2015;21,5;60,05;6,51;1,0493
17/03/2015;21,35;59,15;6,54;1,0566
18/03/2015;21,3;58,25;6,78;1,0597
19/03/2015;21,5;58,88;6,79;1,0865
20/03/2015;21;57,6;6,72;1,0659
21/03/2015;21;57,7;7,09;1,082
24/03/2015;21,3;58;7,09;1,0945
25/03/2015;21,7;57,8;7,08;1,0924
26/03/2015;21,35;58,2;7,01;1,0969
27/03/2015;22,2;59;6,99;1,0883
28/03/2015;21,95;59,4;6,81;1,0887
31/03/2015;22;59,25;6,93;1,0832
01/04/2015;22,4;58,8;6,97;1,073
02/04/2015;23,2;57,6;7,19;1,0762
03/04/2015;22,9;57,65;7,19;1,0881
04/04/2015;22,45;58,01;7,19;1,0976
07/04/2015;22,85;58,01;7,19;1,0921
08/04/2015;22,7;56,9;7,15;1,0813
09/04/2015;22,17;56,58;7,16;1,0779
10/04/2015;22,35;57,5;7,05;1,0658
11/04/2015;23,1;57,88;6,98;1,0602
14/04/2015;22,35;59,25;6,84;1,0566
15/04/2015;22,1;59,5;6,84;1,0652
16/04/2015;22,25;59,5;6,89;1,0684
17/04/2015;22,17;60,15;6,91;1,076
18/04/2015;21,43;59,9;6,88;1,0805
21/04/2015;21,8;59,6;7,17;1,0736
22/04/2015;21,75;59,1;7,12;1,0733
23/04/2015;21,45;58,6;7,12;1,0725
24/04/2015;21,6;58,4;7,29;1,0824
25/04/2015;21,75;59,05;7,32;1,0872
28/04/2015;21,7;59,45;7,19;1,0886
29/04/2015;21,6;59,35;7,39;1,098
30/04/2015;21,3;59,8;7,5;1,1129
01/05/2015;20,75;59,8;7,43;1,1222
02/05/2015;20,1;59,4;7,52;1,12
05/05/2015;20,8;59,69;7,62;1,1144
06/05/2015;20,2;59,2;7,59;1,1184
07/05/2015;20,25;59,45;7,57;1,1351
08/05/2015;20,2;58,8;7,47;1,1265
09/05/2015;20,33;58,8;7,57;1,1203
12/05/2015;21,1;58,35;7,66;1,1154
13/05/2015;20,9;57,7;7,63;1,1213
14/05/2015;20,7;57,75;7,68;1,1355
15/05/2015;20,73;57,38;7,59;1,1408
16/05/2015;20,4;57,53;7,62;1,1451
19/05/2015;20,7;57,2;7,63;1,1314
20/05/2015;20,55;56,7;7,4;1,1147
21/05/2015;20,53;56,7;7,38;1,1091
22/05/2015;20,53;56,3;7,33;1,1112
23/05/2015;20,45;56,75;7,34;1,1015
26/05/2015;20,55;57,09;7,39;1,0975
27/05/2015;20,55;57;7,26;1,0873
28/05/2015;20,7;57,3;7,21;1,0903
29/05/2015;20,65;57,4;7,22;1,0946
30/05/2015;20,6;57,85;7,36;1,0987
02/06/2015;20,53;57,25;7,28;1,0925
03/06/2015;20,35;57,2;7,48;1,1152
04/06/2015;20,28;57,3;7,52;1,1274
05/06/2015;20,25;56,7;7,43;1,1237
06/06/2015;20,3;56,85;7,44;1,1111
09/06/2015;20,8;56,45;7,48;1,1291
10/06/2015;20,65;57,03;7,6;1,1283
11/06/2015;20,68;57;7,62;1,1324
12/06/2015;20,25;57,4;7,54;1,1257
13/06/2015;20,23;58,7;7,64;1,1268
16/06/2015;20,3;59,25;7,55;1,1283
17/06/2015;20,55;58,85;7,45;1,1246
18/06/2015;20,33;59,1;7,5;1,1335
19/06/2015;20,4;59,2;7,48;1,1358
20/06/2015;20,63;59,1;7,44;1,1352
23/06/2015;20,8;59,8;7,5;1,134
24/06/2015;21;59,85;7,52;1,1169
25/06/2015;20,9;59,5;7,51;1,1205
26/06/2015;20,58;59,5;7,61;1,1204
27/06/2015;20,48;59,25;7,55;1,1164
30/06/2015;20,38;59,2;7,37;1,1235
01/07/2015;20,78;59,95;7,46;1,1135
02/07/2015;20,7;60;7,5;1,1052
03/07/2015;21,03;59,68;7,46;1,1083
04/07/2015;20,9;59,4;7,45;1,1112
07/07/2015;21;58,5;7,39;1,1055
08/07/2015;20,85;58,05;7,47;1,101
09/07/2015;20,55;58,1;7,46;1,1075
10/07/2015;21;58,68;7,49;1,1036
11/07/2015;20,83;58,48;7,62;1,1162
14/07/2015;21,05;58,5;7,8;1,1002
15/07/2015;21,1;58,5;7,74;1,1009
16/07/2015;21,4;58,6;7,77;1,0947
17/07/2015;21,05;58,2;7,67;1,0874
18/07/2015;21,05;58,1;7,75;1,0828
21/07/2015;21,1;58,25;7,99;1,0825
22/07/2015;21;58,25;7,97;1,0936
23/07/2015;20,83;58,5;7,97;1,0933
24/07/2015;20,5;58,175;8,09;1,0981
25/07/2015;20,45;58,3;8,02;1,0982
28/07/2015;20,55;58;8,03;1,1091
29/07/2015;20,77;57,7;8,03;1,1058
30/07/2015;20,73;57,3;8,07;1,0984
31/07/2015;20,9;57,7;7,89;1,0931
01/08/2015;20,4;57,4;7,88;1,0987
04/08/2015;20,48;56,45;7,96;1,0949
05/08/2015;19,95;56,9;7,91;1,088
06/08/2015;20,28;57,04;7,84;1,0904
07/08/2015;20,45;57,5;7,85;1,0923
08/08/2015;19,95;56,7;7,79;1,0965
11/08/2015;20,02;57,15;7,93;1,1016
12/08/2015;19,95;55,9;8,1;1,104
13/08/2015;19,55;55,6;8,2;1,1156
14/08/2015;19,65;55,6;8,2;1,1148
15/08/2015;19,55;55,4;8,33;1,1106
18/08/2015;19,5;55,15;8,25;1,108
19/08/2015;19,6;54,8;8,28;1,1018
20/08/2015;19,2;54,7;8,35;1,1117
21/08/2015;19,15;54,15;8,37;1,1241
22/08/2015;19,08;54,35;8,21;1,1387
25/08/2015;18,63;53,3;8,18;1,1618
26/08/2015;18,88;53,85;8,26;1,1514
27/08/2015;18,9;54,2;8,11;1,1315
28/08/2015;19,25;55,25;8,05;1,1243
29/08/2015;19,48;54,75;8,12;1,1179
01/09/2015;19,5;55,49;8,08;1,1211
02/09/2015;19,8;54,4;8,02;1,1317
03/09/2015;19,85;54,25;8,13;1,1226
04/09/2015;20,1;54,63;8,18;1,1121
05/09/2015;19,35;54;8,1;1,1146
08/09/2015;19,28;52,75;8,09;1,1167
09/09/2015;19,38;53,25;8,25;1,1199
10/09/2015;19,4;52,75;8,28;1,1204
11/09/2015;19,25;53,2;8,29;1,1276
12/09/2015;19,4;53,28;8,27;1,1339
15/09/2015;19,1;52,75;8,24;1,1318
16/09/2015;19;52,5;8,18;1,1266
17/09/2015;19,25;53,25;8,24;1,1289
18/09/2015;19,1;53,9;8,24;1,1435
19/09/2015;18,98;53,5;8,12;1,1305
22/09/2015;19;53,15;7,99;1,1186
23/09/2015;19,08;52,85;8,03;1,1118
24/09/2015;19,2;52,95;8,08;1,1185
25/09/2015;18,6;52,85;8,01;1,1229
26/09/2015;18,75;52,6;8;1,1194
29/09/2015;18,6;52;7,92;1,1243
30/09/2015;18,65;52,15;7,98;1,1245
01/10/2015;18,4;51,75;8,15;1,1176
02/10/2015;18;50,15;8,17;1,1194
03/10/2015;17,7;49,75;8,15;1,1209
06/10/2015;17,75;51;8,21;1,1185
07/10/2015;18,15;51,13;8,22;1,1268
08/10/2015;18,42;51,6;8,11;1,1235
09/10/2015;18,67;51;8,13;1,1278
10/10/2015;18,75;51,33;8,35;1,1354
13/10/2015;18,68;51,68;8,3;1,1355
14/10/2015;18,4;50,93;8,33;1,1376
15/10/2015;18,25;51,65;8,44;1,1473
16/10/2015;18,5;50,75;8,43;1,1382
17/10/2015;18,33;50,95;8,39;1,1346
20/10/2015;18,75;50,65;8,35;1,1324
21/10/2015;18,35;50,85;8,47;1,1344
22/10/2015;18,25;50,9;8,45;1,1336
23/10/2015;18,3;50,9;8,48;1,1106
24/10/2015;18,25;51;8,63;1,1014
27/10/2015;17,9;52,78;8,66;1,1056
28/10/2015;17,98;52,15;8,61;1,1048
29/10/2015;18;52,5;8,57;1,092
30/10/2015;18,15;52,65;8,68;1,0976
31/10/2015;17,83;53,25;8,64;1,1005
03/11/2015;17,7;51,8;8,6;1,1013
04/11/2015;17,5;51,75;8,45;1,0966
05/11/2015;17,4;51;8,4;1,0862
06/11/2015;17,08;51;8,47;1,0881
07/11/2015;17,2;51,25;8,41;1,0738
10/11/2015;16,48;51,25;8,32;1,0749
11/11/2015;16,63;51;8,44;1,0723
12/11/2015;16,35;51,05;8,44;1,0743
13/11/2015;16,2;51,35;8,37;1,0817
14/11/2015;15,98;51,35;8,39;1,0777
17/11/2015;16,8;51,8;8,53;1,0684
18/11/2015;17,05;52,1;8,61;1,0641
19/11/2015;17,3;52,6;8,58;1,0658
20/11/2015;17,4;52,5;8,63;1,0732
21/11/2015;17,5;51,65;8,51;1,0643
24/11/2015;17,6;50,65;8,56;1,0634
25/11/2015;17,7;50,7;8,65;1,064
26/11/2015;17,88;50,5;8,62;1,0626
27/11/2015;17,7;50,2;8,58;1,0609
28/11/2015;17,7;50,4;8,58;1,059
01/12/2015;18,2;49,7;8,58;1,0563
02/12/2015;17,95;48,5;8,56;1,0631
03/12/2015;17,85;48,05;8,48;1,0611
04/12/2015;17,15;47,2;8,59;1,0938
05/12/2015;17,15;46,75;8,52;1,0884
08/12/2015;16,78;46;8,41;1,0835
09/12/2015;16,75;45,68;8,41;1,0893
10/12/2015;16,65;46,2;8,4;1,1025
11/12/2015;16,5;46,4;8,36;1,094
12/12/2015;16,23;46,05;8,07;1,0987
15/12/2015;16,08;46,5;8,07;1,099
16/12/2015;15,95;46,8;8,26;1,0927
17/12/2015;15,25;46,86;8,2;1,0911
18/12/2015;15,5;46,93;8,14;1,0825
19/12/2015;14,9;46,33;8,13;1,0865
22/12/2015;14,35;46,92;8,26;1,0912
23/12/2015;13,85;46,56;8,32;1,0954
24/12/2015;13,93;47,03;8,29;1,0909
25/12/2015;14,2;47,37;8,26;1,0969
26/12/2015;14,2;47,37;8,26;1,0973
29/12/2015;14,42;47,39;8,38;1,0965
30/12/2015;15,4;47,64;8,34;1,0917
31/12/2015;14,3;47,83;8,28;1,0929
01/01/2016;14,4;47,4;8,29;1,086
02/01/2016;14,62;46,63;8,29;1,0858
05/01/2016;14,68;46,55;8,11;1,0829
06/01/2016;14,7;46,1;8,06;1,0746
07/01/2016;15,18;46,9;7,81;1,0778
08/01/2016;15,38;47,5;7,6;1,0934
09/01/2016;14,57;46,1;7,46;1,0929
12/01/2016;14,48;45,7;7,17;1,0859
13/01/2016;14,05;45;7,15;1,0854
14/01/2016;14,25;44,5;7,29;1,0873
15/01/2016;13,82;44,35;7,13;1,0864
16/01/2016;13,43;43,95;6,72;1,0914
19/01/2016;13,63;43,53;6,76;1,089
20/01/2016;13,7;43,8;6,86;1,0905
21/01/2016;13,05;44,75;6,36;1,0889
22/01/2016;12,98;44,8;6,21;1,0872
23/01/2016;13,5;45,6;6,36;1,0794
26/01/2016;12,77;44,8;5,91;1,0847
27/01/2016;13,05;45;6,1;1,0869
28/01/2016;13,4;45,45;5,93;1,0891
29/01/2016;13,75;45,4;6,09;1,0937
30/01/2016;13;45;6,07;1,0834
02/02/2016;12,82;43,9;5,71;1,0886
03/02/2016;13,05;44;5,84;1,0916
04/02/2016;13,15;45,2;5,64;1,1103
05/02/2016;12,45;44,5;5,62;1,1206
06/02/2016;12,7;43,55;5,57;1,1156
09/02/2016;12,25;42,95;5,25;1,1195
10/02/2016;12,18;43;4,97;1,1291
11/02/2016;12,18;42,95;4,89;1,1289
12/02/2016;12;42,85;4,75;1,1321
13/02/2016;12,15;43,15;5,07;1,1258
16/02/2016;12,5;43,25;4,81;1,1153
17/02/2016;12,58;42,8;4,7;1,1141
18/02/2016;12,32;42,95;5,1;1,1127
19/02/2016;12,35;43,15;5,26;1,1103
20/02/2016;12,23;44;5,17;1,1132
23/02/2016;12,65;45,55;5,42;1,1026
24/02/2016;12,7;46;4,91;1,1017
25/02/2016;12,48;45,6;4,87;1,1011
26/02/2016;12,27;45;5,08;1,1021
27/02/2016;12,25;44,75;5;1,0931
01/03/2016;12,75;44,2;5,01;1,0871
02/03/2016;12,55;43,9;5;1,0864
03/03/2016;12,6;43,75;4,97;1,0866
04/03/2016;12,5;44,33;4,9;1,0955
05/03/2016;12,28;45,5;4,93;1,1001
08/03/2016;12,48;46,7;5,1;1,1012
09/03/2016;12,35;45,95;5,03;1,1009
10/03/2016;12,3;45,7;5,09;1,0997
11/03/2016;12,13;45,95;4,92;1,1176
12/03/2016;12,4;46;5;1,115
15/03/2016;12,33;45,28;4,88;1,1104
16/03/2016;12,25;44;4,87;1,1108
17/03/2016;12,4;45;4,97;1,1222
18/03/2016;12,38;46,5;5,01;1,1317
19/03/2016;12,28;46,75;4,95;1,1267
22/03/2016;12;46,3;4,88;1,1239
23/03/2016;12,15;45,25;4,83;1,1214
24/03/2016;12,05;44,55;4,81;1,1183
25/03/2016;11,95;45,01;4,86;1,1173
26/03/2016;12,13;44,95;4,86;1,1163
29/03/2016;12,22;44,95;4,86;1,1193
30/03/2016;11,93;44,38;4,79;1,1289
31/03/2016;12,1;44,55;4,97;1,1336
01/04/2016;12,4;44,9;5,22;1,1378
02/04/2016;11,53;44,85;5,18;1,1386
05/04/2016;11,4;44,38;5,33;1,139
06/04/2016;11,35;43,85;5,24;1,1382
07/04/2016;11,32;44,5;5,31;1,1397
08/04/2016;11,43;43,8;5,28;1,1375
09/04/2016;11,2;44,1;5,42;1,1399
12/04/2016;10,95;44,6;5,58;1,1406
13/04/2016;11,5;44,55;5,59;1,1384
14/04/2016;11,35;44,58;5,54;1,1272
15/04/2016;11,28;46;5,61;1,1266
16/04/2016;11,27;46,6;5,48;1,128
19/04/2016;11,77;47,5;5,47;1,1312
20/04/2016;11,93;47,81;5,57;1,1356
21/04/2016;11,95;46,75;5,55;1,1295
22/04/2016;12,78;45,25;5,75;1,1286
23/04/2016;13,28;46,2;5,97;1,123
26/04/2016;13,25;46,4;5,9;1,1263
27/04/2016;14,38;46,94;6,62;1,1298
28/04/2016;14,45;46,35;6,84;1,1319
29/04/2016;13,08;46,25;6,34;1,1351
30/04/2016;12,9;45,8;6,18;1,1454
03/05/2016;12,65;46,33;6,11;1,1529
04/05/2016;12,18;45,7;5,99;1,1495
05/05/2016;12,3;45,75;6,13;1,1485
06/05/2016;12,6;46,13;6,2;1,1404
07/05/2016;12,75;47,5;5,86;1,1402
10/05/2016;12,95;47,7;5,7;1,1381
11/05/2016;12,82;47,5;5,9;1,1368
12/05/2016;13;48,5;6,02;1,1425
13/05/2016;12,73;48,6;5,81;1,1375
14/05/2016;12,9;48,5;5,85;1,1305
17/05/2016;13,1;49,21;6,11;1,1316
18/05/2016;13,07;49,45;6,05;1,1311
19/05/2016;13,15;48,85;6,06;1,1215
20/05/2016;12,9;48,1;6;1,1202
21/05/2016;12,85;48,35;5,97;1,1222
24/05/2016;12,83;48,2;5,74;1,1216
25/05/2016;13,02;48,2;5,8;1,114
26/05/2016;13,18;49,25;5,87;1,1153
27/05/2016;13,6;50,2;6,03;1,1192
28/05/2016;14,1;51,06;6,04;1,1114
31/05/2016;14,04;51,2;6,12;1,1144
01/06/2016;14,18;51,05;6,1;1,1129
02/06/2016;14,35;50,3;5,97;1,1185
03/06/2016;14,68;50,75;6,03;1,1149
04/06/2016;14,3;52,3;5,95;1,1365
07/06/2016;14,6;52,3;6,21;1,1351
08/06/2016;14,93;53,15;6,12;1,1356
09/06/2016;14,53;52,43;6,11;1,1392
10/06/2016;14,32;51,25;6,12;1,1314
11/06/2016;13,85;50,9;5,96;1,1249
14/06/2016;13,78;50,95;5,86;1,129
15/06/2016;14,13;51,25;5,86;1,1206
16/06/2016;14,1;52,15;5,91;1,1257
17/06/2016;14,27;53,28;5,71;1,1223
18/06/2016;14,35;54,25;5,67;1,1274
21/06/2016;15;57;5,86;1,131
22/06/2016;14,82;55,7;5,56;1,124
23/06/2016;15,05;56,2;5,69;1,1295
24/06/2016;15,15;56,39;5,65;1,1385
25/06/2016;14,45;55;4,96;1,1115
28/06/2016;14,05;53;4,77;1,1022
29/06/2016;14,13;53,75;4,69;1,1065
30/06/2016;14,33;54,05;4,52;1,1123
01/07/2016;14;55,05;4,47;1,1104
02/07/2016;14,35;57,14;4,62;1,1135
05/07/2016;14,4;56,68;4,97;1,1154
06/07/2016;14,15;58,4;4,71;1,1075
07/07/2016;14,07;57;4,59;1,1099
08/07/2016;14,3;57,73;4,58;1,1059
09/07/2016;14;58,07;4,55;1,1052
12/07/2016;13,88;58;4,43;1,1056
13/07/2016;14,3;59;4,63;1,1057
14/07/2016;14,2;59,88;4,79;1,1088
15/07/2016;14,25;61,25;4,78;1,1118
16/07/2016;14,2;61,1;4,93;1,1034
19/07/2016;14,15;61,63;4,85;1,1071
20/07/2016;14,25;60,33;4,67;1,1021
21/07/2016;14,52;58,55;4,69;1,1013
22/07/2016;14,8;58,5;4,66;1,1023
23/07/2016;14,55;58,85;4,57;1,0973
26/07/2016;14,63;58,8;4,6;1,099
27/07/2016;14,5;59,95;4,52;1,0986
28/07/2016;14,23;60,75;4,54;1,1055
29/07/2016;13,8;61,41;4,49;1,1074
30/07/2016;13,55;61,78;4,43;1,117
02/08/2016;13,65;63,16;4,38;1,1159
03/08/2016;13,5;62,9;4,42;1,1225
04/08/2016;13,15;62,05;4,64;1,1147
05/08/2016;13,35;61;4,7;1,1128
06/08/2016;12,45;58,75;4,73;1,1085
09/08/2016;12,52;59,15;4,95;1,109
10/08/2016;12,65;61,65;4,88;1,1117
11/08/2016;12,68;61,48;4,77;1,1174
12/08/2016;12;61,78;4,88;1,1135
13/08/2016;11,7;62,45;4,9;1,1158
16/08/2016;11,15;63,6;4,81;1,1183
17/08/2016;11,5;62,86;4,7;1,1276
18/08/2016;11,6;62,89;4,49;1,1286
19/08/2016;11,43;62,09;4,69;1,1352
20/08/2016;10,58;60;4,77;1,1325
23/08/2016;11,05;60;4,9;1,1315
24/08/2016;11,35;60,3;4,71;1,1303
25/08/2016;11,05;59,05;4,61;1,1261
26/08/2016;11,1;58,18;4,71;1,1279
27/08/2016;11,5;59,5;4,7;1,1195
30/08/2016;12,05;60,16;4,7;1,1188
31/08/2016;11,8;59,88;4,55;1,1141
01/09/2016;11,75;61,4;4,47;1,1156
02/09/2016;11,88;63,02;4,38;1,1196
03/09/2016;12,25;63,28;4,08;1,1153
06/09/2016;12,1;63,93;3,93;1,1144
07/09/2016;11,9;64,16;4,13;1,1252
08/09/2016;11,2;63,2;4,01;1,1237
09/09/2016;11,18;61,91;4,08;1,1258
10/09/2016;11,15;61,45;4,08;1,1229
13/09/2016;10,7;61,1;4,03;1,1232
14/09/2016;11,05;62,05;4,03;1,1217
15/09/2016;10,93;63,15;3,98;1,1249
16/09/2016;11,65;64,01;4,14;1,1241
17/09/2016;11,88;64,1;4,36;1,1153
20/09/2016;13,4;64,5;4,4;1,1173
21/09/2016;12,43;64,58;4,16;1,1152
22/09/2016;13,1;65,85;4,21;1,1185
23/09/2016;13,18;66,63;4,42;1,1207
24/09/2016;13,5;66,99;4,54;1,1222
27/09/2016;13,45;67,94;4,62;1,1253
28/09/2016;12,85;67,89;4,43;1,1213
29/09/2016;13,5;70;4,95;1,1214
30/09/2016;13,55;71,68;5,02;1,1221
01/10/2016;13,48;70,63;4,96;1,1238
04/10/2016;12,5;72,78;5,31;1,1209
05/10/2016;13,82;73,65;5,21;1,1202
06/10/2016;15,1;74,41;5,48;1,1202
07/10/2016;15,38;76,7;5,86;1,1149
08/10/2016;15,45;76,25;5,69;1,1199
11/10/2016;15,55;75,5;5,66;1,1137
12/10/2016;15,55;74,03;5,43;1,1053
13/10/2016;15,35;74,55;5,52;1,1006
14/10/2016;15,65;75,3;5,65;1,1056
15/10/2016;15,5;75,7;5,81;1,0969
18/10/2016;16;75,7;5,87;1,0997
19/10/2016;16,75;83,5;5,95;1,0978
20/10/2016;16,95;81,2;5,67;1,0972
21/10/2016;17,05;80,5;5,58;1,0928
22/10/2016;17;80,95;5,89;1,0882
25/10/2016;17,35;84,3;5,81;1,088
26/10/2016;17,7;84,5;5,81;1,0886
27/10/2016;17,27;85;5,94;1,0907
28/10/2016;17,35;84,06;5,81;1,0894
29/10/2016;16,9;82,64;5,88;1,0983
01/11/2016;17,8;84,06;5,9;1,0979
02/11/2016;18,05;85,2;6,03;1,1053
03/11/2016;19,15;84,6;6,24;1,1094
04/11/2016;18,8;85,5;6,5;1,1103
05/11/2016;18,25;86,2;6,41;1,1135
08/11/2016;17,88;89;6,23;1,1038
09/11/2016;17,85;87,54;6,15;1,1023
10/11/2016;18,02;90,5;6,13;1,0909
11/11/2016;18,1;90,5;5,92;1,0889
12/11/2016;18,18;87,5;5,67;1,085
15/11/2016;17,6;89;5,41;1,0734
16/11/2016;17,92;86;5,74;1,072
17/11/2016;17,45;84,5;5,55;1,0685
18/11/2016;17,78;80,5;5,9;1,0625
19/11/2016;17,98;79;5,58;1,0585
22/11/2016;17,3;78,7;5,48;1,0627
23/11/2016;17,65;80,2;5,51;1,0624
24/11/2016;17,73;81,08;5,39;1,0556
25/11/2016;17,88;82;5,34;1,0552
26/11/2016;17,78;82,18;5;1,0584
29/11/2016;18,4;84,08;4,74;1,0613
30/11/2016;18,4;85,65;4,56;1,0647
01/12/2016;18,2;86,25;4,58;1,0585
02/12/2016;18,08;78,27;4,46;1,066
03/12/2016;17,6;78,26;4,3;1,067
06/12/2016;16,92;75,13;4,37;1,0762
07/12/2016;16,48;72;4,5;1,0717
08/12/2016;16,43;69,25;4,3;1,0751
09/12/2016;16,6;72,16;4,61;1,0615
10/12/2016;16,6;75,5;4,46;1,0559
13/12/2016;17,2;77,51;4,87;1,0634
14/12/2016;17,3;78,75;4,79;1,0625
15/12/2016;17;80,25;5,01;1,0535
16/12/2016;17;80,95;4,84;1,0412
17/12/2016;17,5;82,25;4,93;1,0447
20/12/2016;17,8;81,5;5,09;1,0402
21/12/2016;17,73;82,8;5,25;1,0385
22/12/2016;17,95;82,75;5,82;1,0423
23/12/2016;18,13;82,38;6,09;1,0435
24/12/2016;18,4;84;6,24;1,0454
27/12/2016;18,4;83,91;6,24;1,0453
28/12/2016;18,6;83,91;6,34;1,0455
29/12/2016;18,78;84,48;6,34;1,0407
30/12/2016;18,92;86,5;6,37;1,049
31/12/2016;19,75;86,85;6,57;1,0513
03/01/2017;19,4;80,12;6,14;1,0457
04/01/2017;18,5;78,25;5,44;1,0404
05/01/2017;19,38;78;5,73;1,0486
06/01/2017;18,77;78,8;5,3;1,0603
07/01/2017;18,65;79,07;5,05;1,053
10/01/2017;19,2;78,33;5,28;1,0572
11/01/2017;20,1;79;5,52;1,0553
12/01/2017;20,6;82,45;5,53;1,058
13/01/2017;20,8;85;5,05;1,061
14/01/2017;20,17;85,5;5,05;1,0641
17/01/2017;19,08;84;4,7;1,06
18/01/2017;20,05;87,75;5;1,0712
19/01/2017;20,05;88,15;4,84;1,063
20/01/2017;20,67;86,28;5,2;1,0663
21/01/2017;20,75;85,41;5,43;1,0699
24/01/2017;22,2;87,5;5,33;1,0761
25/01/2017;21,83;86,5;5,09;1,073
26/01/2017;20,65;84,25;4,98;1,0744
27/01/2017;20,25;82,73;5,2;1,068
28/01/2017;19,7;81,15;4,92;1,0694
31/01/2017;20,7;81,5;5,17;1,0692
01/02/2017;21,2;85,5;5,36;1,0795
02/02/2017;22,27;81,5;5,28;1,0767
03/02/2017;22;81;5,23;1,0758
04/02/2017;23;81,3;5,16;1,0781
07/02/2017;23;80,25;5,1;1,0749
08/02/2017;21,88;80,2;5,17;1,068
09/02/2017;20,55;79,35;5,22;1,0697
10/02/2017;20,6;79,5;5,29;1,0654
11/02/2017;20,1;77,5;5,12;1,0638
14/02/2017;19,08;75,25;4,9;1,0597
15/02/2017;18,6;74,9;5,13;1,0577
16/02/2017;18,8;76;5,07;1,0598
17/02/2017;18,9;77;4,94;1,0672
18/02/2017;18,23;78,08;4,98;1,0611
21/02/2017;18,15;79,75;5,09;1,0609
22/02/2017;17,77;81,08;5,05;1,0535
23/02/2017;17,8;80,2;5,07;1,0555
24/02/2017;18,45;80,75;5,35;1,0579
25/02/2017;17,55;80;5,39;1,056
28/02/2017;17,23;79;5,2;1,0585
01/03/2017;17,1;78,58;5,24;1,0575
02/03/2017;17,15;75,25;5,91;1,0546
03/03/2017;17,02;75,53;5,47;1,0506
04/03/2017;16,7;73,35;5,6;1,062
07/03/2017;16,83;73,6;5,49;1,0578
08/03/2017;16,4;72,93;5,38;1,0565
09/03/2017;16,45;72,25;5,24;1,0539
10/03/2017;16,05;72;5,13;1,0575
11/03/2017;16;72,35;5,17;1,0669
14/03/2017;15,83;72,75;5,16;1,0653
15/03/2017;15,95;73;5,11;1,0602
16/03/2017;15,77;72;5,2;1,0732
17/03/2017;15,73;72,03;5,15;1,0764
18/03/2017;15,7;72,13;5,14;1,0736
21/03/2017;15,4;71;4,99;1,0737
22/03/2017;15,52;70,5;4,94;1,0808
23/03/2017;15,45;69,45;4,97;1,0795
24/03/2017;15,2;70,5;4,98;1,078
25/03/2017;14,9;70,5;4,77;1,0797
28/03/2017;14,73;69,95;4,63;1,0864
29/03/2017;14,6;69,25;4,74;1,0812
30/03/2017;15;70,8;4,76;1,0766
31/03/2017;15,68;71,1;4,92;1,0674
01/04/2017;15,32;72,35;4,69;1,0649
04/04/2017;16,1;75,5;4,87;1,0668
05/04/2017;16,05;76,1;4,65;1,0672
06/04/2017;16,3;76,19;4,82;1,0662
